token	label	LeNC44.L1LLRx5.x	LeNC44.L1LLRx5.y	LeNC77.L1LLR.x	LeNC77.L1LLR.y	LeNC44.L1LLR.x	LeNC44.L1LLR.y	LeNC77.L1LLRx5.x	LeNC77.L1LLRx5.y	LeNC44.ppmi.x	LeNC44.ppmi.y	LeNC77.ppmi.x	LeNC77.ppmi.y	text	LeNC44.L1LLRx5.maxW	LeNC77.L1LLR.maxW	LeNC44.L1LLR.maxW	LeNC77.L1LLRx5.maxW	LeNC44.ppmi.maxW	LeNC77.ppmi.maxW
motor/noun/ad19991016/65663	a	4.21306260359	-0.669433747737	2.0953992938	2.71695605114	-3.62818382831	1.70158870031	-2.1513930921	0.742905889566	-2.55078910256	3.57458643821	-4.42408123978	4.8289440889	"Het gebruik van magnesium in het versnellingshuis maakt de <font color=""red"">motor</font> alleen al zeven kilogram lichter ."	9.52	7.67	7.91	9.28	5.03	4.89
motor/noun/ad20000801/6645	a	-1.65198970429	5.02479174746	-3.04063338584	-0.141102861004	4.04500166534	3.92939006585	3.71329198544	1.1208279293	0.521125734091	0.121100626809	4.57024747627	-1.03617784298	""" Aangezien Renault straks aan Benetton gaat leveren , kon Supertec mij niet verzekeren dat we een nieuwe <font color=""red"">motor</font> zouden krijgen ."	8.26	6.6	6.65	8.21	0.96	4.67
motor/noun/ad20000909/43189	a	4.54013262646	4.04525697929	-1.44060673969	4.02574501693	-0.343377890298	5.61364423916	3.99484720433	-1.65111701191	-3.28656416192	3.30366826447	-3.84539304506	-5.22309564923	"Het programma begint met de 1,6 en de 1,8 liter <font color=""red"">motoren</font> met VVTi , wat staat voor variabele klepopening ."	9.52	7.67	7.91	9.28	3.43	3.41
motor/noun/ad20000925/33286	a	-3.00374868137	-1.20789006691	1.0727063429	-1.82540242045	1.50477218683	-3.11594803741	-0.622950222346	2.62429324623	4.52754378201	1.43408817549	-1.57260998188	-5.30144788895	"Häkkinen zag tot zijn schrik het vuur uit zijn <font color=""red"">motor</font> slaan en kon niet anders dan zijn bolide aan de kant zetten ."	9.52	7.67	7.91	9.28	3.24	3.27
motor/noun/ad20001028/3229	a	2.93464352656	5.21936226456	-2.80394968702	2.85586299284	0.65190671436	5.78926851483	3.91076437522	-1.13435691604	-2.24984739952	1.7372651934	-1.9107941577	4.74213154089	"Zo`n kleinere <font color=""red"">motor</font> combineert dezelfde kracht en souplesse met een veel lager verbruik en aanzienlijk schonere uitlaatgassen ."	8.58	7.06	6.97	8.67	4.97	4.62
motor/noun/ad20001117/55839	a	2.65599819343	1.43838266425	0.755280103339	-0.911766268854	0.758703450446	-1.09721756221	-0.121465677174	2.04888777352	-3.06019172477	0.922742531353	-0.788042660971	4.68974718411	"Bijvoorbeeld door op de <font color=""red"">motor</font> gemonteerde elektronische ` trillingtellers ' , elektronisch beveiligd tegen fraude , die eens per jaar worden ` uitgelezen ' ."	9.52	7.67	7.91	9.28	4.64	4.28
motor/noun/ad20001223/66897	a	0.999347846368	-2.13462616895	2.31917287561	0.434326221859	-1.78234342519	-1.41174498391	-1.43522130205	0.22596090758	1.19919067331	-0.0521430232265	1.47915846941	-0.604519377962	"Maar het ergste van alles was dat één van de twee <font color=""red"">motoren</font> was verwoest : de Zeetijger was verloren , zeiden experts ."	9.52	7.67	7.91	9.28	0.69	0.55
motor/noun/ad20010131/26543	a	2.15920793015	2.50011280772	-0.575858037183	1.52539624232	0.583382927385	2.80757252346	1.58255275314	1.44576251341	1.93029618974	-2.53797538522	1.02092650257	-5.66096647165	"Minardi is het enige team in de Formule 1-wereld dat voor komend seizoen nog geen rijders , hoofdsponsor en <font color=""red"">motoren</font> heeft ."	9.52	7.67	7.91	9.28	2.76	2.9
motor/noun/ad20010210/1906	a	-0.967909804806	2.18225314942	-1.22024853531	0.196694841271	2.17439543114	1.41401551986	2.26859712299	0.114216835454	-0.998125319009	2.12956538002	-2.89866921382	1.79790466598	"De 1,7 liter <font color=""red"">motor</font> is behoorlijk fel ."	9.52	7.67	7.91	9.28	3.43	3.8
motor/noun/ad20010303/8017	a	2.88191031346	-3.49997092039	3.08209652243	-0.71219163605	-3.5773947035	-1.54750876662	-2.22331941027	1.61724258002	2.79972022991	4.2810416373	-5.36214952829	-2.65708874375	"Ferrari blijft de snelle <font color=""red"">motoren</font> van Alfa Romeo trouw , tot hij beseft dat het misschien nog beter kan ."	9.52	7.67	7.91	9.28	2.39	2.46
motor/noun/ad20010317/93103	a	-0.943476635156	0.628062345577	-0.177764437876	0.85700972646	1.30633953658	-0.126543320741	0.963006359597	-0.644518654858	-0.187871378436	-0.274156136951	2.01637666066	1.72961057292	"In de praktijk blijkt de TDCi-motor , zoals hij officieel op de achterklep staat aangekondigd , best een lekkere <font color=""red"">motor</font> te zijn ."	9.52	7.67	7.91	9.28	1.85	3.12
motor/noun/ad20010519/81895	a	3.72146427841	1.32277199544	0.00363706000784	3.36694028108	-1.48764605881	3.56990599453	1.81207448273	-1.82914542272	-3.26015753765	3.12131810391	-6.87919865152	4.28695895413	"Een nog sterkere 180 pk uitvoering van deze <font color=""red"">motor</font> is onderweg ."	9.52	7.72	7.91	9.32	4.97	4.62
motor/noun/ad20011201/63033	a	3.05280641515	7.64773123931	-2.53465693752	6.14344371343	4.51596870574	7.52100053159	5.21462096227	3.96135554916	0.626795836406	4.17854676357	-4.82721125517	0.441336987432	"Wij hebben behalve prachtige hypersportieve <font color=""red"">motoren</font> ook motoren en scooters voor het grote publiek . """	8.15	7.64	6.54	9.25	3.77	3.66
motor/noun/ad20011222/63736	a	3.79553988698	-0.16340988641	2.07644340371	1.58390530806	-1.09832331711	-2.24701390963	-1.46739067076	1.64709060693	-1.24344495298	-3.8459711939	7.32645761303	3.42610936579	"Middenop de snelweg in het fileverkeer valt de <font color=""red"">motor</font> uit ."	9.52	7.67	7.91	9.28	2.85	5.69
motor/noun/ad20011224/17028	a	1.99544098666	-1.27459445189	1.92294453786	1.15911235088	-1.55163012137	0.147167036632	-0.932899673001	-0.312373952937	-4.03294889613	-4.90873552796	6.03150215529	12.5028202387	"De <font color=""red"">motor</font> van de koeling is aan vervanging toe en dat gaat 30.000 gulden kosten ."	9.52	7.67	7.91	9.28	4.82	4.26
motor/noun/ad20020222/56126	a	1.58590217416	0.378661965799	0.770885257342	0.602740623973	-0.317200484482	0.530493866662	0.0945364442677	0.584523371749	1.47589234706	-2.32864451363	2.06719987788	6.02054357464	"De dienstdoend kapitein van de gloednieuwe patrouille- en blusboot laat de <font color=""red"">motoren</font> loeien ."	9.52	7.67	7.91	9.28	2.81	3.16
motor/noun/ad20020223/38162	a	0.434616037801	4.67445206672	-0.173643753472	-2.83838685909	4.15839433471	2.51780365984	1.32851883753	3.48854231162	2.07754549141	2.45425344019	-2.70429231291	-1.76046539514	"De <font color=""red"">motor</font> jankt lekker , de auto stuurt goed en remt als een bezetene met de tegen meerprijs leverbare Brembo-remschijven ."	9.52	7.67	7.91	9.28	3.37	3.11
motor/noun/ad20020315/39960	a	-3.19595073426	-0.857481542099	-0.193634482516	-2.63335445774	-2.34701770313	3.64591455142	2.73220828424	2.238326944	-2.43050373431	4.03350105118	-4.11762877717	4.7526490091	"De automatische versnellingsbak schakelt op het moment dat de <font color=""red"">motor</font> te rumoerig dreigt te worden en ook het luidruchtige gesis van de remmen blijft binnen de perken ."	9.52	7.67	7.91	9.28	5.03	4.89
motor/noun/ad20000624/58164	a	-0.304495377172	1.69176927006	-0.414354924527	2.43740180949	1.08779099547	3.09437715691	1.86494215488	-1.41600776517	-3.41933167277	3.75301725864	-5.66076494269	5.8598275749	"De 1,0 liter <font color=""red"">motor</font> klinkt niet zoemend als een naaimachientje , zoals we dat bij Suzuki wel eens tegenkwamen ."	9.52	7.67	7.91	9.28	4.8	4.24
motor/noun/ad20020420/36070	a	1.08816262422	9.13800289256	-5.16825512201	0.679571822829	5.55983724182	7.61105654412	5.70440103067	1.62875496402	-0.103932343357	6.32754773364	-7.38036321899	0.769836808731	"Pininfarina kreeg het kale onderstel met wielen , <font color=""red"">motor</font> en spatschermen voorgezet ."	8.58	6.79	6.97	8.4	4.97	4.66
motor/noun/ad20000323/20611	a	0.778995375008	1.76816904548	-0.439319335264	0.758592520788	1.0948306447	1.67844634371	1.16892635576	0.366834235354	-0.310192174661	-2.79902123869	-7.17465235591	3.78405952123	"Een cabriolet Starfire met <font color=""red"">motor</font> die Rocket heet of een racewagen uit de jaren 70 van coureur James Hunt ."	9.52	7.67	7.91	9.28	4.56	4.48
motor/noun/ad19991127/28125	a	-0.894885553257	-0.0196009501956	-0.26954945953	1.7678786916	0.361976402689	2.18671347388	1.20110844881	-0.631534306934	-5.47611697449	2.21231062949	-2.94039739281	10.9246481871	"Het gemiddeld verbruik ligt op 9,3 liter per 100 km. Pas na de zomer zal hij ook met andere <font color=""red"">motoren</font> leverbaar zijn ."	9.52	7.67	7.91	9.28	3.68	3.89
motor/noun/NB_20010713_01/65472	a	0.335806136395	0.959684828402	-0.00647796988727	0.421770248409	1.05308252841	0.451815303983	0.868489032741	0.616823504395	0.467945732601	0.937168428491	-0.0675769058888	0.945209450367	"Zijn passie voor techniek en <font color=""red"">motoren</font> bleef , zodat hij in de Flemish Opel Club een nieuwe passie vond ."	9.52	7.67	7.91	9.28	2.54	2.44
motor/noun/NB_20010801_01/21130	a	-2.91824946322	0.404445626058	0.132524394808	-2.0262714227	3.00693827754	-2.35079264989	0.63733156798	2.76501303298	2.30859228705	1.61302207803	-1.33971153886	-2.07229482228	"Natuurlijk , de eigenaar van die auto was nog niet de straat uitgereden of zijn <font color=""red"">motor</font> ontplofte ."	9.52	7.67	7.91	9.28	2.59	2.35
motor/noun/NB_20011214_01/69548	a	0.122016837124	-0.190126198409	0.819267871247	0.334966477545	0.0748771424174	-0.22376444236	0.0578067377963	0.342855667811	-4.58729291273	-2.36048363909	9.98196393779	2.59506927092	"Op een ogenblik dat vrijwel iedereen dacht dat ze een ruime kloof zouden uitdiepen , stokte de <font color=""red"">motor</font> ."	9.52	7.67	7.91	9.28	3.18	2.75
motor/noun/NB_20020301_01/174847	a	0.339024888482	-1.68277583565	1.93483210006	0.835788943523	-1.15021466904	-1.06692358387	-0.786641355369	0.0360633075836	0.231969140007	-0.454310233111	2.10107706257	0.956351874327	"Verder wil de FIA opleggen dat er per weekend maar één <font color=""red"">motor</font> mag worden gebruikt ."	9.52	7.67	7.91	9.28	1.28	1.04
motor/noun/NB_20020504_01/63615	a	2.40349433524	1.23918172984	0.132306826115	1.88103501195	-0.893579466638	2.40514881177	1.1419420139	-0.440249559766	-2.77084782744	3.03148203283	-3.40954242938	4.98450487423	"De <font color=""red"">motor</font> is een pareltje van technisch kunnen : 6 liter V12 met een vermogen van 650 pk ."	9.52	7.67	7.91	9.28	5.03	4.89
motor/noun/NB_20020720_01/42052	a	1.7828530747	2.39149420087	-1.05738607807	0.928648900294	0.268469644838	2.53267587057	2.04246148269	1.04160478986	0.661164400716	1.30602658267	-1.98079021441	0.595028308751	"Nieuwe <font color=""red"">motoren</font> voor Mercedes C"	9.52	7.67	7.91	9.28	1.9	3.29
motor/noun/NB_20020803_01/40938	a	1.71017396535	0.204322816514	0.808805420219	1.4538979085	-0.589020727782	1.00863583873	0.290483620585	-0.422329495564	-3.40508577739	2.10600839661	-2.55276776907	6.94399872617	"Standaard zijn alle <font color=""red"">motoren</font> gekoppeld aan een zestraps tiptronic ."	9.52	7.67	7.91	9.28	3.92	4.72
motor/noun/NB_20020814_01/200017	a	0.371559623152	2.85960751175	-1.4858598259	0.704091270469	2.08482060963	2.30934309529	2.14779963041	0.386428241534	0.178556677875	0.913241183333	0.25097590847	0.948366440423	"We gebruiken daarvoor een zweefvliegtuig dat voorzien is van een lichte <font color=""red"">motor</font> met schroef ."	8.58	6.79	6.97	8.4	2.58	2.94
motor/noun/NB_20030107_01/56279	a	7.19989979512	2.88778563846	-0.540306784156	6.11380816754	-2.8741109166	6.52762790173	2.45927569479	-4.64343798797	-1.56663149401	5.44560959051	-3.56281194769	6.59681971532	"De geur van benzine en motorolie , het gebrom van ronkende <font color=""red"">motoren</font> , ik voel me hier echt thuis ."	7.17	5.35	5.56	6.95	5.13	4.57
motor/noun/NB_20030110_01/142503	a	-0.878665940743	-3.08342244203	3.26723834515	1.85893177488	-1.54937818136	-3.53183290575	-2.13959104062	1.97639349846	0.859913416177	-2.84711573342	5.36180502099	0.379993140017	"Terwijl de <font color=""red"">motor</font> nog draaide , werd de ruit aan de passagierskant door een onbekende jongenman ingeslagen ."	9.52	7.67	7.91	9.28	2.92	2.7
motor/noun/NB_20030220_01/63176	a	-1.85327551136	1.36267193853	0.668368008345	-1.82528983169	1.97254817799	-1.77099388929	0.173185980868	2.91822495076	2.03506484229	1.42585167658	-1.08589676401	-1.87168006018	"In het reisbureau hoorde Marianne de <font color=""red"">motor</font> starten en liep naar buiten ."	9.52	7.67	7.91	9.28	2.1	1.99
motor/noun/NB_20040326_01/1151	a	-1.10292022628	-0.503905800961	1.24705178666	-0.512640256653	0.740582425978	-1.75778359762	-0.379969452137	1.44561410931	1.06944131687	-0.356088242459	2.40759008391	-0.569197109001	"'s Namiddags werd de <font color=""red"">motor</font> gewisseld en stond er andere testwerk op het programma ."	9.52	7.67	7.91	9.28	0.6	0.72
motor/noun/NB_20040605_01/31052	a	7.96028900745	7.47611574317	-3.53531970393	6.27951075556	-1.50345732465	11.0230119212	6.45352300738	-1.20219285883	-2.32237678918	2.3106836885	-1.96436269777	3.59823105289	"Krachtige en zuinige <font color=""red"">motor</font>"	8.29	6.62	6.68	8.23	4.35	4.16
motor/noun/NB_20050406_01/219573	a	2.28546668125	2.09966198521	-0.31893213516	2.21372421158	-0.147379161613	2.780624563	1.73407908117	-1.01045471738	-0.500788704123	0.257868096362	1.1109439062	2.38599543595	"In vergelijking met de traditionele modellen met luide <font color=""red"">motor</font> maken ze bijna geen lawaai ."	9.52	7.67	7.91	9.28	2.7	2.61
motor/noun/ad19990409/2375	a	-6.14596213743	-2.43150872437	-2.51830629226	4.98577347099	5.02980309022	-5.85640530434	1.50549671307	-4.45500151068	1.38513963221	6.98896168138	10.5777849871	-1.10144296783	"Mensen kijken hem hoofdschuddend na : zijn vliegtuigje heeft slechts één <font color=""red"">motor</font> ; als er iets aan hapert , is hij verloren ."	6.95	5.24	5.35	6.85	3.76	3.39
motor/noun/ad19990920/22656	a	1.12410379319	1.9165924704	-0.576985812195	0.920428235655	0.85249125111	1.85367716249	1.39000332493	0.204114262518	0.518152366383	-0.338435726324	1.96537917402	0.554909729505	"De <font color=""red"">motor</font> hield er mee op ."	9.52	7.67	7.91	9.28	0.84	0.62
motor/noun/volkskrant20031118/30410	a	-2.75537600801	-1.93120964147	2.0969811096	-1.95635121151	1.28800432649	-3.85184907235	-1.49514195265	2.4335331372	3.80386714324	-0.432225267107	2.33130193672	-4.29206643389	"Iedere maand vinden rond de veertienhonderd kapotte <font color=""red"">motoren</font> hun weg naar zijn werkplaats ."	9.52	7.67	7.91	9.28	2.75	2.39
motor/noun/ad20000317/52277	a	-2.73510038916	1.31061360411	0.603574056415	-2.23270967706	2.50011934407	-2.80176204182	0.115170076203	2.99534652387	1.52361283878	0.932116910438	-0.292613705535	-0.762545235119	"Per direct is teammanager Rocco Benetton vervangen door Flavio Briatore , de grote man achter Supertec ; de door Renault ontworpen <font color=""red"">motor</font> waarmee de Italiaanse stal rijdt ."	9.52	7.67	7.91	9.28	2.34	4.67
motor/noun/ad20020504/58293	a	-4.90410157731	1.67881392576	-3.00321891079	-1.23057053128	5.20794157033	-2.5200210861	3.95495857568	1.36529767987	3.56778430553	0.48054666963	-0.111318999743	-3.70286344319	"Maar als mijn <font color=""red"">motor</font> afslaat , klinkt er direct een koor aan claxons achter mijn rug ."	8.26	6.6	6.65	8.21	4.33	3.91
motor/noun/ad20020525/37855	a	-1.29681859611	3.20765413618	-1.84959482242	0.782638648084	3.59082929829	1.69468143884	2.54132987982	-0.083955534636	2.76986412387	-0.336525264444	1.95863046646	-2.25001141669	"Een nieuwe <font color=""red"">motor</font> zou zeker 5000 euro kosten . """	8.26	6.6	6.65	8.21	2.75	2.39
motor/noun/ad20020601/44129	a	-2.19995111717	-1.90550096607	2.48692334449	-0.661222604508	-3.54418427934	0.844639379816	-0.850601475014	-1.75062132144	2.45049390747	-0.808594165349	2.44946814548	-1.44568196449	"Doordat auto's gedurende de vakantie zwaarder beladen zijn , krijgen behalve de <font color=""red"">motor</font> ook de banden het extra te verduren ."	9.52	7.67	7.91	9.28	1.75	1.42
motor/noun/parool20000729/5240	a	-2.42088469778	1.63014107928	0.0748517772939	-1.36216327831	2.66451614511	-1.24713094132	0.250410768327	2.30129555363	4.18279233841	1.12464028382	-1.22827219806	-4.70016409817	"De <font color=""red"">motor</font> is in brand gevlogen ."	9.52	7.67	7.91	9.28	2.54	2.4
motor/noun/parool20001117/20321	a	3.97145042831	2.2506055104	-1.63460558857	2.69286232016	-0.0289114962143	4.14642196163	2.69500443711	2.54337298183	-2.70878042179	-0.688035487054	2.68234445939	6.04947170776	"Maar ook kennis op het gebied van radar , laser , elektronische oorlogsvoering en <font color=""red"">motoren</font> wordt gedeeld ."	8.58	6.79	6.97	8.4	2.4	1.84
motor/noun/parool20011025/36243	a	1.4471562503	-1.00098184739	1.84889361593	0.766046623275	-1.54058000241	-0.372081749892	-0.873770652183	0.34759518253	1.01885079522	-1.11540376217	5.34861219337	-1.03623904566	"Die onttakeling werd ook de toeleveranciers van ketels , <font color=""red"">motoren</font> en turbines van het VMF-concern fataal ."	9.52	7.67	7.91	9.28	1.04	1.65
motor/noun/parool20020925/25692	a	2.29992278616	-3.28556563149	3.28734430474	0.230609453908	-3.18633209602	-1.71490661508	-2.47904529633	0.520570709596	4.50447588142	1.35229303124	5.74488083917	-1.54665957006	"Ook in de panieksituatie na het verliezen van twee <font color=""red"">motoren</font> wilde Fuks dus afwijken van de voor de hand liggende landingsbaan ."	9.52	7.67	7.91	9.28	1.61	1.4
motor/noun/parool20021017/8244	a	1.41742791429	2.39960764867	-0.745420322361	1.11580110909	1.06444766428	2.24445215731	1.67112636942	0.0704881935934	-1.4343628761	-0.0188009412511	0.0341902594542	3.02901600203	"Veel van het comfort hangt wel af van de gekozen uitvoering , waarbij instapversie Visia toch ook al een volautomatische airconditioning te bieden heeft , maar ook een boordcomputer en bijvoorbeeld cruisecontrol in combinatie met de sterkere <font color=""red"">motoren</font> , plus een pak airbags ."	9.52	7.67	7.91	9.28	2.14	1.98
motor/noun/trouw19991229/3515	a	1.71404974906	-0.645606720734	1.38237524566	0.37335528996	-1.08882505377	0.0295069999561	-0.630543353254	0.503904541065	-0.565670153122	-2.31516738102	2.06288972177	6.08931929016	"Een Indiase technicus mocht aan boord voor een reparatie aan een van de <font color=""red"">motoren</font> ."	9.52	7.67	7.91	9.28	2.6	2.74
motor/noun/trouw20000825/40899	a	1.45399085016	0.887500733579	0.179943750946	1.02172398097	0.150154669324	1.20403539955	0.722776245732	0.189727164378	-0.367651503976	-0.422809188076	1.99965073772	1.9960806753	"Er is minder lawaai door onder meer een andere manier van starten en landen , een aanpassing van het baangebruik en stillere <font color=""red"">motoren</font> ."	9.52	7.67	7.91	9.28	1.85	1.58
motor/noun/trouw20010829/15033	a	-6.811733036	-1.13550718084	2.72475470127	-4.29222209565	-2.19890125559	7.02506009548	-3.43556578065	4.4901919348	4.5141391502	0.0237238879519	1.91974630598	-4.84249002461	"Zondag , in zwaar weer , begaven de <font color=""red"">motoren</font> het ."	9.52	7.67	7.91	9.28	2.75	2.47
motor/noun/trouw20011030/31781	a	1.5285950843	-2.52714474897	2.69209847978	0.621354304596	-2.75740714929	-1.26227166456	-1.96420782864	0.0885235164275	0.95388806491	-0.501787689252	-5.10342912073	-9.78632564871	""" Ook andere orders zijn binnen , zoals de bedrading van de <font color=""red"">motoren</font> ."	9.52	7.67	7.91	9.28	0.55	3.0
motor/noun/trouw20031103/486	a	6.13917620235	-16.1100970411	7.41634031522	16.002115665	-0.104816663778	17.5157307448	12.5571502667	-9.09713135439	5.99117462862	-6.0740343286	11.7748647197	-4.30556057421	"We moeten het milieubeleid gestalte geven door te werken aan schone <font color=""red"">motoren</font> ."	4.49	3.17	2.93	4.74	1.7	1.55
motor/noun/trouw20040130/12838	a	0.773898383024	3.02734275327	-1.2487314766	0.625902526274	1.83173918617	2.32018494896	2.05742926742	0.623168328617	0.291193919006	1.43166371911	-0.824691876542	0.990560737845	"Met een <font color=""red"">motor</font> die lekker veel lawaai maakt , zodat de hele buurt weet dat je sukkel-af bent ."	9.52	7.67	7.91	9.28	3.65	3.28
motor/noun/trouw20040424/36341	a	5.45576782237	-0.743183230335	2.9225791439	3.52721966237	-3.82908638531	2.21540492479	-0.877315613784	4.22512782681	-1.18008944607	2.32481316067	-1.98519742785	3.57839911741	"Al deze onderdelen van het Daimler-imperium werken onderling nauw samen , zoals in groeimarkt China en bij de ontwikkeling van nieuwe <font color=""red"">motoren</font> ."	9.52	7.67	7.91	9.28	3.29	3.44
motor/noun/trouw20040513/40144	a	2.05728760178	-1.12778710017	1.79550523973	1.19152593062	-1.25323656184	0.0937594716883	-0.821799280266	-0.395150791251	-0.505074587118	-0.433832098901	1.9768690863	1.45413552129	"Daimler stapt ook uit een gezamenlijke onderneming van de twee voor de productie van vrachtwagens en <font color=""red"">motoren</font> daarvoor , zo hebben de bedrijven bekendgemaakt ."	9.52	7.67	7.91	9.28	0.69	0.39
motor/noun/volkskrant19990608/40194	a	-1.83122199813	-1.11004045811	1.83545159255	-1.02505312466	0.456656622723	-2.68191277198	-0.900562813557	1.93566673926	-0.138082699629	0.672281122415	0.612855626869	1.00947108209	"Volgens de leider van onderzoek , kolonel C. Johnson is duidelijk dat het toestel tijdens de doorstart zeer steil is geklommen waardoor de <font color=""red"">motoren</font> gedeeltelijk uitvielen ."	9.52	7.67	7.91	9.28	2.85	2.48
motor/noun/volkskrant19991111/7647	a	1.00234535248	0.440185843779	0.591155656062	0.285773169233	-0.0701147050573	0.135049777005	0.37876195311	0.453511669356	0.491034051491	0.315045522337	1.19802249983	0.577846538377	"Het geeft altijd een zeker gevoel te beschikken over de weelde van vier <font color=""red"">motoren</font> in plaats van twee ."	9.52	7.67	7.91	9.28	0.94	0.95
motor/noun/volkskrant20000916/83398	a	3.1318790047	0.913261494247	0.423811482195	2.52433008659	-1.35660526245	2.58478699886	1.13208462947	-0.992136135804	-2.11424942053	0.528082073264	0.194692984226	4.13014976914	"Naast deze snellere diffusie van bestaande technologie door veranderend gedrag , stimuleert de hoge olieprijs de ontwikkeling van zuiniger machines en <font color=""red"">motoren</font> ."	9.52	7.67	7.91	9.28	3.86	3.61
motor/noun/volkskrant20030628/51480	a	2.81530170032	0.685654597094	0.435938824561	0.649005119188	-1.24220320709	1.71735869449	0.421984586305	-0.664006806473	-2.30577980923	-2.74786932185	6.95473042942	1.70138028379	"De <font color=""red"">motoren</font> wilden tijdens de Fins-Russische oorlog ( 1939-1940 ) niet aanslaan ."	9.52	7.67	7.91	9.28	3.37	2.97
motor/noun/parool20000626/28224	a	-1.60839517302	-1.19612555849	1.15590301437	1.60458140196	1.19825279457	-2.41693859575	0.206077549927	-1.08357727247	1.11220420435	-1.25407801962	2.61768310513	-0.584103769833	""" Mijn <font color=""red"">motor</font> was te warm . """	9.52	7.67	7.91	9.28	1.5	1.17
